400 PA5-J-Unknown-Answer.txt 6
 -136.0604  -63.0672  -63.6940   20.2362   62.0192   68.9822
   23.81    17.60    35.50        23.73    17.57    35.49     0.081
   22.37    16.91    40.26        22.46    16.97    40.27     0.108
  -24.28     6.05   -13.57       -24.29     6.07   -13.52     0.054
  -36.30     5.95   -24.64       -36.37     5.97   -24.65     0.071
   13.16    -7.92    35.35        13.13    -7.83    35.34     0.094
   -9.28    18.92    18.73        -9.24    18.88    18.75     0.063
    1.57   -16.64    -4.58         1.57   -16.69    -4.57     0.046
  -12.46   -23.71   -11.00       -12.53   -23.69   -11.05     0.090
    8.94    23.13    35.42         8.96    23.27    35.44     0.142
   -2.08   -20.36   -26.37        -1.97   -20.42   -26.37     0.133
   -6.03   -21.80   -15.47        -5.99   -21.84   -15.44     0.066
   -4.16    -5.05   -39.36        -4.24    -5.10   -39.37     0.091
  -21.11   -29.04   -35.79       -21.11   -29.06   -35.80     0.020
    1.49   -13.65    11.20         1.49   -13.66    11.20     0.018
   20.84     2.10    48.41        20.74     2.14    48.40     0.109
   -7.38    12.46    49.44        -7.30    12.47    49.43     0.084
    6.23     1.53   -20.95         6.24     1.56   -20.98     0.043
   -6.39    -6.49    30.78        -6.29    -6.46    30.76     0.097
   -5.40    -0.30    42.64        -5.24    -0.32    42.62     0.160
  -13.82   -18.74   -44.39       -13.81   -18.75   -44.40     0.013
   18.19    -5.46    34.30        18.21    -5.49    34.31     0.037
  -23.15   -10.30    -3.86       -23.14   -10.29    -3.87     0.022
   15.68    23.98    23.91        15.66    23.89    23.89     0.093
  -11.29    -5.71    16.73       -11.37    -5.77    16.77     0.111
   28.88     6.57    26.10        28.90     6.57    26.11     0.022
   14.56    22.55    32.56        14.57    22.59    32.56     0.037
   -2.39    11.60    55.25        -2.38    11.60    55.18     0.067
   19.98   -13.47   -15.14        19.95   -13.37   -15.07     0.117
  -24.32    11.11   -24.72       -24.31    11.13   -24.72     0.021
  -25.16    11.03   -22.05       -25.17    10.99   -22.06     0.040
  -31.70     5.46   -36.68       -31.70     5.46   -36.68     0.001
  -16.89    -8.81   -47.57       -16.89    -8.80   -47.60     0.032
  -26.59    10.57   -20.39       -26.59    10.64   -20.37     0.079
   17.49    28.09    -8.96        17.49    28.09    -8.96     0.002
    7.65     4.99    54.72         7.63     5.02    54.66     0.066
  -38.17     3.43   -18.74       -38.17     3.43   -18.74     0.008
    4.31   -10.23    39.35         4.29   -10.17    39.35     0.061
   13.43    -3.31    52.87        13.43    -3.33    52.81     0.061
    1.01   -15.18     2.07         1.01   -15.01     2.05     0.178
   17.44    26.77   -15.12        17.43    26.90   -15.15     0.139
   40.27    -0.74     8.52        40.20    -0.71     8.53     0.076
   33.18     6.65   -20.28        33.18     6.65   -20.27     0.009
   26.19    23.53    13.85        26.19    23.55    13.85     0.021
    8.65   -15.12   -15.40         8.68   -15.25   -15.46     0.138
   -2.88    -7.74    54.12        -2.97    -7.80    54.19     0.131
   26.11    -5.34    20.08        26.11    -5.33    20.08     0.014
  -22.61   -31.28   -30.86       -22.60   -31.16   -30.82     0.125
   18.96   -10.80    11.79        18.94   -10.75    11.77     0.061
  -11.80    -9.10     8.52       -11.87    -9.17     8.55     0.104
  -20.24    10.83   -33.51       -20.25    10.77   -33.48     0.064
  -30.09   -10.62   -45.95       -30.08   -10.61   -45.94     0.014
  -14.16     4.51     7.87       -14.09     4.47     7.86     0.082
   24.15   -13.84     2.63        24.14   -13.79     2.60     0.060
  -11.66    -5.69    15.89       -11.69    -5.71    15.90     0.043
   36.24     7.75    15.00        36.24     7.75    14.99     0.004
   20.38    19.05    44.08        20.45    19.10    44.10     0.090
  -31.82     0.59   -41.54       -31.82     0.58   -41.53     0.017
  -22.50     6.47   -13.40       -22.50     6.46   -13.43     0.025
  -15.89     6.23    -6.71       -15.96     6.29    -6.70     0.095
  -30.61     6.15   -14.11       -30.60     6.16   -14.18     0.069
   30.51    -3.87   -21.09        30.52    -3.88   -21.06     0.031
  -34.99    -1.35   -40.93       -34.96    -1.36   -40.91     0.037
  -17.65    10.51   -33.37       -17.61    10.59   -33.40     0.082
   37.38    12.19    12.63        37.40    12.19    12.64     0.020
   18.10   -18.60   -10.82        18.07   -18.75   -10.86     0.159
   -7.56    -2.49   -43.44        -7.57    -2.47   -43.47     0.040
   23.87     5.41    38.80        23.88     5.41    38.80     0.006
  -14.91     7.55   -10.34       -15.00     7.71   -10.32     0.184
  -40.45   -16.53   -17.34       -40.47   -16.53   -17.34     0.027
    5.76    -9.96    39.21         5.67    -9.72    39.20     0.261
   31.88    12.01   -22.95        32.01    11.99   -23.01     0.151
   32.22     2.84   -21.28        32.19     2.85   -21.25     0.045
  -24.58    -7.80    -5.06       -24.62    -7.80    -5.01     0.060
  -11.82    -3.44    17.39       -11.91    -3.45    17.41     0.097
   -5.94     1.08    36.12        -6.01     1.07    36.13     0.068
    4.88   -14.51   -19.91         4.88   -14.51   -19.91     0.002
   15.57    -9.76    18.85        15.55    -9.69    18.84     0.069
   34.81    18.74     7.39        34.85    18.77     7.39     0.053
   27.99     0.34   -29.28        27.99     0.34   -29.29     0.007
   38.67    12.75     3.25        38.67    12.75     3.25     0.007
  -29.42     8.27   -34.29       -29.42     8.27   -34.30     0.006
   25.26    12.30    36.42        25.16    12.29    36.40     0.099
   -5.33    -1.80    41.41        -5.53    -1.79    41.44     0.206
   -5.78    -8.85    30.96        -5.73    -8.84    30.96     0.054
    3.40   -16.45    -4.24         3.40   -16.49    -4.23     0.036
   23.41    22.45    22.25        23.40    22.43    22.25     0.021
  -16.30   -12.02   -47.80       -16.28   -12.04   -47.89     0.087
   -8.16    16.96    13.79        -8.17    16.97    13.78     0.019
  -30.08   -29.64   -19.23       -30.08   -29.63   -19.23     0.010
  -14.18   -24.86   -39.76       -14.17   -24.89   -39.80     0.040
  -19.52    -8.98    -1.72       -19.61    -9.01    -1.68     0.098
   -3.30     3.70    54.84        -3.35     3.69    54.89     0.077
   10.05   -15.79   -14.13        10.04   -15.75   -14.11     0.050
  -36.83     0.27   -33.97       -36.83     0.27   -33.97     0.004
  -13.57    -1.01    12.88       -13.62    -1.02    12.90     0.057
  -11.46     8.90   -29.19       -11.52     8.83   -29.19     0.098
  -34.90     4.98   -14.88       -34.87     4.95   -14.92     0.064
   -6.11    -2.49    35.22        -6.02    -2.50    35.21     0.083
   -6.76     8.71   -19.30        -6.77     8.76   -19.33     0.055
   14.22   -16.34   -13.26        14.22   -16.34   -13.26     0.001
   26.13     4.34    31.65        26.15     4.34    31.66     0.021
  -10.77    10.43     8.82       -10.77    10.43     8.82     0.003
   35.83    11.56   -14.42        35.69    11.54   -14.36     0.154
    5.34   -14.56     5.13         5.34   -14.63     5.13     0.070
   34.89    14.88    14.02        34.89    14.88    14.04     0.018
    9.57   -10.56    22.72         9.56   -10.53    22.71     0.029
   -9.97   -26.65   -15.16       -10.00   -26.61   -15.18     0.053
  -24.04   -31.98   -25.33       -24.04   -31.94   -25.33     0.040
   -1.14    -9.01   -32.21        -1.31    -9.05   -32.14     0.183
  -10.40    18.54    39.64       -10.44    18.59    39.65     0.072
   33.63    -7.56     7.73        33.57    -7.49     7.75     0.094
   26.93    24.91     2.33        26.99    25.01     2.34     0.115
   33.68    -6.35    -2.96        33.72    -6.40    -2.95     0.069
   -5.02    20.58    13.14        -5.01    20.57    13.14     0.011
   25.11     6.95    36.15        25.10     6.96    36.14     0.017
  -33.98   -24.89   -14.28       -33.99   -24.91   -14.27     0.029
    1.32   -16.96   -20.01         1.32   -16.97   -20.02     0.012
   -2.22    22.42    43.62        -2.21    22.33    43.60     0.086
  -18.18     9.78   -35.02       -18.18     9.78   -35.02     0.002
   -1.41   -14.23     5.68        -1.41   -14.19     5.68     0.042
   16.16    23.01    26.96        16.12    22.92    26.93     0.102
  -11.58   -28.95   -31.85       -11.61   -28.89   -31.84     0.075
    0.49   -13.74   -27.82         0.53   -13.74   -27.83     0.035
   28.42   -11.52     0.44        28.39   -11.50     0.44     0.032
  -36.96   -12.28    -9.66       -36.99   -12.28    -9.63     0.038
  -12.81   -14.26    -1.08       -12.83   -14.28    -1.04     0.048
   20.85     4.78    51.39        20.89     4.77    51.41     0.043
   21.21    -4.79    30.43        21.15    -4.70    30.40     0.107
    4.54   -11.54    21.88         4.53   -11.48    21.86     0.064
  -11.11   -13.65     0.53       -11.14   -13.71     0.56     0.083
   27.21    19.65   -24.56        27.21    19.65   -24.57     0.010
  -36.40   -11.36   -41.47       -36.41   -11.36   -41.48     0.010
   30.38     8.03    23.43        30.30     8.02    23.39     0.091
   23.42   -16.61    -7.12        23.34   -16.61    -7.10     0.087
   10.44   -11.91    13.81        10.45   -11.94    13.81     0.027
   28.39   -11.19     5.64        28.38   -11.16     5.63     0.035
   13.26   -17.68   -10.26        13.29   -17.61   -10.24     0.083
   41.44     4.90     5.58        41.52     4.91     5.60     0.078
   -9.93    14.86    15.77        -9.92    14.86    15.78     0.013
  -24.25   -11.36    -4.83       -24.24   -11.35    -4.86     0.036
   -6.99    22.47    24.11        -7.05    22.57    24.08     0.127
   26.57    -7.57   -19.77        26.52    -7.53   -19.76     0.066
  -18.94   -19.13   -45.52       -18.96   -19.08   -45.43     0.110
    4.42     0.41   -22.01         4.42     0.42   -22.02     0.017
    9.76   -16.56   -11.99         9.77   -16.49   -11.97     0.081
   13.49     0.72    52.02        13.49     0.72    52.02     0.000
   19.97    27.33   -13.35        19.95    27.18   -13.33     0.152
  -13.55   -30.19   -30.41       -13.54   -30.22   -30.42     0.031
   -7.09    12.66     0.09        -7.03    12.58     0.12     0.107
    2.43    23.67    38.24         2.43    23.57    38.23     0.097
  -23.75   -31.90   -25.93       -23.74   -31.95   -25.93     0.052
   -5.24     0.56    42.67        -5.16     0.55    42.66     0.083
  -40.62    -4.30   -19.78       -40.55    -4.31   -19.78     0.075
   38.85    12.28     2.56        38.87    12.29     2.56     0.028
   16.69    11.41    53.14        16.69    11.42    53.10     0.042
   12.95    20.79   -23.76        12.90    20.77   -23.75     0.058
   -8.25    15.03    49.28        -8.23    15.02    49.27     0.029
  -41.32   -11.63   -16.18       -41.32   -11.63   -16.18     0.006
    3.40    24.40    33.09         3.39    24.33    33.08     0.068
   23.89    25.40     7.46        23.88    25.33     7.44     0.069
  -24.68   -25.86   -39.87       -24.68   -25.91   -39.93     0.077
   -9.31    19.87    20.74        -9.39    19.94    20.69     0.125
   31.37    -5.80   -17.82        31.42    -5.87   -17.85     0.090
   -3.58    21.55    44.90        -3.55    21.50    44.88     0.060
   -9.03    20.49    21.40        -9.02    20.48    21.40     0.019
  -32.40     9.46   -26.34       -32.42     9.50   -26.34     0.040
  -36.14     6.64   -22.94       -36.12     6.62   -22.94     0.024
   17.43    11.14    53.20        17.43    11.14    53.15     0.048
   39.88     9.19     7.98        39.92     9.20     7.98     0.042
   17.44   -12.58     9.05        17.40   -12.48     8.99     0.123
  -37.33    -5.60   -10.09       -37.28    -5.61   -10.13     0.068
  -36.32   -26.40   -23.27       -36.31   -26.40   -23.26     0.007
   18.68    21.48    45.77        18.60    21.38    45.78     0.127
  -20.82   -30.53   -18.40       -20.82   -30.45   -18.42     0.078
  -31.84    -6.61    -7.72       -31.84    -6.61    -7.73     0.015
    5.63   -17.12   -10.58         5.63   -17.09   -10.58     0.028
   -9.98    11.42    42.31        -9.97    11.44    42.30     0.023
    2.92    18.57    54.11         2.92    18.56    54.07     0.045
   -5.53    13.22    54.01        -5.55    13.22    54.04     0.031
   19.52    25.81    11.62        19.52    25.80    11.61     0.013
    5.88   -16.33    -4.28         5.87   -16.27    -4.29     0.064
  -10.94    -6.80    16.18       -10.92    -6.79    16.17     0.022
   20.23    26.53   -18.00        20.23    26.50   -18.00     0.032
   -5.43    18.30    11.44        -5.54    18.39    11.40     0.147
  -18.61    10.65   -33.93       -18.61    10.65   -33.93     0.000
    2.29    -9.43    51.72         2.30    -9.46    51.72     0.038
  -31.36    -2.10   -42.98       -31.38    -2.07   -43.05     0.080
  -34.31   -22.09   -11.33       -34.29   -22.08   -11.34     0.021
   -8.12    16.15    48.21        -8.09    16.14    48.20     0.033
   23.47   -16.72    -6.14        23.52   -16.74    -6.15     0.060
   38.30    13.33     8.66        38.34    13.34     8.66     0.042
  -20.32     7.89   -39.25       -20.32     7.89   -39.25     0.009
   19.90     1.20    50.55        19.88     1.21    50.54     0.025
  -32.77     2.64   -12.85       -32.77     2.64   -12.86     0.011
   -2.66   -21.81   -28.40        -2.72   -21.79   -28.39     0.064
   13.72   -18.80    -5.63        13.75   -18.71    -5.62     0.095
    0.01    -8.93    54.21         0.02    -8.92    54.20     0.024
   34.07    19.78     3.43        34.05    19.76     3.43     0.024
   -3.30   -13.97     8.15        -3.30   -13.97     8.15     0.003
    7.69   -16.39    -6.51         7.69   -16.48    -6.50     0.097
   13.87    25.05   -16.38        13.90    25.01   -16.37     0.046
  -14.83    14.14    32.37       -14.64    14.13    32.34     0.192
  -20.79   -31.44   -25.60       -20.77   -31.52   -25.58     0.085
   -9.05   -20.55   -41.61        -9.06   -20.59   -41.60     0.045
  -26.86   -30.67   -20.11       -26.87   -30.72   -20.09     0.062
   17.24    -4.03    46.11        17.27    -4.06    46.12     0.051
   16.56    22.95    44.57        16.59    23.03    44.55     0.093
   21.12    24.24   -27.15        21.17    24.34   -27.20     0.122
    5.49   -10.54    27.64         5.48   -10.51    27.64     0.038
   31.94    -7.01    14.16        31.92    -6.98    14.15     0.035
   12.62   -13.47     8.18        12.62   -13.46     8.18     0.012
   11.34    -8.09   -20.71        11.36    -8.10   -20.76     0.057
   -3.08    -7.92   -38.94        -3.06    -7.91   -38.94     0.022
   -2.86   -12.31    20.04        -2.85   -12.20    20.02     0.118
  -20.65   -31.26   -30.92       -20.65   -31.20   -30.90     0.070
  -12.95    19.20    27.09       -13.04    19.26    27.09     0.106
  -12.90   -14.70    -1.47       -12.90   -14.69    -1.47     0.020
  -23.47    -1.90    -6.43       -23.41    -1.93    -6.48     0.081
  -19.00   -16.06   -46.71       -18.96   -16.05   -46.71     0.047
   -6.58    11.57    52.60        -6.80    11.60    52.61     0.223
   16.33    26.34   -15.75        16.27    26.45   -15.77     0.134
   -8.89   -18.78    -7.52        -8.88   -18.74    -7.56     0.053
  -38.22   -17.44   -34.04       -38.23   -17.44   -34.04     0.009
    4.74    23.41    39.10         4.74    23.38    39.10     0.034
   11.04     5.90   -17.08        11.07     5.81   -17.00     0.124
   -3.95     8.60   -20.05        -3.95     8.58   -20.04     0.017
   -4.86   -23.08   -19.94        -4.85   -23.09   -19.94     0.010
   34.07     0.42    18.17        34.04     0.43    18.14     0.048
   35.61     2.63    16.57        35.64     2.64    16.59     0.032
   25.96    24.46    10.15        25.96    24.43    10.14     0.025
   25.03   -13.58    -6.88        24.98   -13.55    -6.87     0.061
   30.29    -7.43    14.65        30.28    -7.42    14.64     0.011
  -38.39    -6.56   -35.20       -38.39    -6.56   -35.20     0.001
    4.36   -13.62    11.41         4.36   -13.66    11.42     0.036
   10.50    22.76    37.71        10.50    22.74    37.71     0.021
    5.67    25.29    25.24         5.67    25.39    25.26     0.099
   -9.92   -10.54     9.12        -9.97   -10.61     9.15     0.093
   32.93    20.62    11.38        32.89    20.59    11.34     0.067
  -22.71     7.42   -39.70       -22.72     7.44   -39.72     0.024
   -5.97    12.88    53.59        -6.03    12.89    53.66     0.088
   -2.90    19.85     9.18        -2.95    19.91     9.14     0.086
   -1.00   -18.53   -29.18        -1.01   -18.53   -29.18     0.012
   30.72    -4.52   -21.00        30.67    -4.50   -20.97     0.064
   -2.74     0.10   -26.52        -2.72     0.11   -26.54     0.028
   -0.46   -10.62    40.11        -0.45   -10.72    40.12     0.101
  -33.55     4.76   -14.35       -33.55     4.74   -14.38     0.037
  -38.01   -20.49   -31.73       -38.00   -20.49   -31.73     0.012
  -24.10     1.27    -9.67       -24.07     1.24    -9.72     0.065
   22.91    24.67   -24.17        22.92    24.68   -24.17     0.019
   16.77     7.27   -23.12        16.76     7.27   -23.12     0.006
   18.06     0.90    51.97        18.06     0.90    51.96     0.010
   16.02    25.46   -23.47        15.98    25.53   -23.48     0.071
    2.08    26.69    15.00         2.08    26.68    15.00     0.006
  -33.53   -27.18   -17.25       -33.50   -27.13   -17.28     0.067
   -6.29    -5.06    33.62        -6.18    -5.04    33.61     0.116
  -20.29    -1.35    -1.29       -20.15    -1.41    -1.33     0.154
   -9.06    17.45    17.05        -9.10    17.47    17.03     0.044
  -29.52   -28.77   -16.20       -29.54   -28.80   -16.18     0.038
   -7.42    18.55    14.43        -7.35    18.51    14.47     0.091
   -9.08    14.95    12.81        -9.06    14.94    12.82     0.026
   14.87   -13.82   -16.02        14.86   -13.76   -15.97     0.080
  -11.49     9.02   -16.01       -11.49     9.19   -16.03     0.174
   30.68    22.76     0.03        30.67    22.74     0.03     0.019
   -5.59     3.44    44.73        -5.40     3.48    44.72     0.197
   39.63     5.01    -5.76        39.59     5.00    -5.73     0.045
   -5.27    -5.08    44.27        -5.28    -5.08    44.27     0.008
  -14.40    16.85    29.45       -14.34    16.83    29.44     0.056
  -26.98    10.77   -28.35       -26.99    10.83   -28.36     0.064
  -19.58   -27.64   -38.25       -19.58   -27.65   -38.26     0.021
   12.93    22.17   -22.29        13.00    22.17   -22.30     0.066
    2.07   -10.72    39.66         2.07   -10.56    39.65     0.156
  -15.98     9.80   -32.90       -16.00     9.78   -32.89     0.031
  -37.54    -5.64   -10.50       -37.56    -5.64   -10.48     0.031
   -8.29   -14.77   -45.08        -8.29   -14.77   -45.08     0.007
   40.43     7.51     9.26        40.32     7.48     9.23     0.113
  -20.63    -7.23    -2.06       -20.68    -7.26    -2.00     0.088
   -5.35   -24.51   -32.81        -5.31   -24.54   -32.82     0.049
